# q                 I(q)             
  2.80078e-01       1.02512e-03      
  2.81203e-01       9.88401e-04      
  2.82328e-01       9.50228e-04      
  2.83454e-01       9.10821e-04      
  2.84579e-01       8.70401e-04      
  2.85704e-01       8.29186e-04      
  2.86830e-01       7.87392e-04      
  2.87955e-01       7.45234e-04      
  2.89080e-01       7.02922e-04      
  2.90206e-01       6.60664e-04      
  2.91331e-01       6.18658e-04      
  2.92456e-01       5.77098e-04      
  2.93581e-01       5.36169e-04      
  2.94707e-01       4.96049e-04      
  2.95832e-01       4.56906e-04      
  2.96957e-01       4.18897e-04      
  2.98083e-01       3.82170e-04      
  2.99208e-01       3.46862e-04      
  3.00333e-01       3.13098e-04      
  3.01459e-01       2.80991e-04      
  3.02584e-01       2.50643e-04      
  3.03709e-01       2.22142e-04      
  3.04835e-01       1.95566e-04      
  3.05960e-01       1.70977e-04      
  3.07085e-01       1.48429e-04      
  3.08211e-01       1.27959e-04      
  3.09336e-01       1.09595e-04      
  3.10461e-01       9.33515e-05      
  3.11586e-01       7.92308e-05      
  3.12712e-01       6.72246e-05      
  3.13837e-01       5.73127e-05      
  3.14962e-01       4.94647e-05      
  3.16088e-01       4.36397e-05      
  3.17213e-01       3.97868e-05      
  3.18338e-01       3.78462e-05      
  3.19464e-01       3.77494e-05      
  3.20589e-01       3.94198e-05      
  3.21714e-01       4.27733e-05      
  3.22840e-01       4.77194e-05      
  3.23965e-01       5.41614e-05      
  3.25090e-01       6.19972e-05      
  3.26216e-01       7.11202e-05      
  3.27341e-01       8.14198e-05      
  3.28466e-01       9.27823e-05      
  3.29591e-01       1.05091e-04      
  3.30717e-01       1.18229e-04      
  3.31842e-01       1.32076e-04      
  3.32967e-01       1.46513e-04      
  3.34093e-01       1.61421e-04      
  3.35218e-01       1.76682e-04      
  3.36343e-01       1.92178e-04      
  3.37469e-01       2.07796e-04      
  3.38594e-01       2.23423e-04      
  3.39719e-01       2.38950e-04      
  3.40845e-01       2.54274e-04      
  3.41970e-01       2.69293e-04      
  3.43095e-01       2.83912e-04      
  3.44221e-01       2.98040e-04      
  3.45346e-01       3.11592e-04      
  3.46471e-01       3.24488e-04      
  3.47596e-01       3.36654e-04      
  3.48722e-01       3.48025e-04      
  3.49847e-01       3.58538e-04      
  3.50972e-01       3.68141e-04      
  3.52098e-01       3.76786e-04      
  3.53223e-01       3.84434e-04      
  3.54348e-01       3.91050e-04      
  3.55474e-01       3.96609e-04      
  3.56599e-01       4.01090e-04      
  3.57724e-01       4.04483e-04      
  3.58850e-01       4.06780e-04      
  3.59975e-01       4.07981e-04      
  3.61100e-01       4.08096e-04      
  3.62226e-01       4.07135e-04      
  3.63351e-01       4.05119e-04      
  3.64476e-01       4.02071e-04      
  3.65602e-01       3.98023e-04      
  3.66727e-01       3.93010e-04      
  3.67852e-01       3.87071e-04      
  3.68977e-01       3.80251e-04      
  3.70103e-01       3.72598e-04      
  3.71228e-01       3.64164e-04      
  3.72353e-01       3.55004e-04      
  3.73479e-01       3.45177e-04      
  3.74604e-01       3.34743e-04      
  3.75729e-01       3.23765e-04      
  3.76855e-01       3.12307e-04      
  3.77980e-01       3.00434e-04      
