# q                 I(q)             
  1.99584e-01       5.37127e-02      
  2.00333e-01       5.30531e-02      
  2.01083e-01       5.24014e-02      
  2.01832e-01       5.17576e-02      
  2.02581e-01       5.11216e-02      
  2.03331e-01       5.04932e-02      
  2.04080e-01       4.98724e-02      
  2.04830e-01       4.92590e-02      
  2.05579e-01       4.86531e-02      
  2.06328e-01       4.80544e-02      
  2.07078e-01       4.74629e-02      
  2.07827e-01       4.68784e-02      
  2.08576e-01       4.63008e-02      
  2.09326e-01       4.57300e-02      
  2.10075e-01       4.51659e-02      
  2.10825e-01       4.46083e-02      
  2.11574e-01       4.40570e-02      
  2.12323e-01       4.35121e-02      
  2.13073e-01       4.29733e-02      
  2.13822e-01       4.24404e-02      
  2.14571e-01       4.19134e-02      
  2.15321e-01       4.13921e-02      
  2.16070e-01       4.08764e-02      
  2.16820e-01       4.03661e-02      
  2.17569e-01       3.98611e-02      
  2.18318e-01       3.93613e-02      
  2.19068e-01       3.88665e-02      
  2.19817e-01       3.83767e-02      
  2.20566e-01       3.78916e-02      
  2.21316e-01       3.74112e-02      
  2.22065e-01       3.69353e-02      
  2.22815e-01       3.64639e-02      
  2.23564e-01       3.59968e-02      
  2.24313e-01       3.55340e-02      
  2.25063e-01       3.50752e-02      
  2.25812e-01       3.46205e-02      
  2.26561e-01       3.41698e-02      
  2.27311e-01       3.37229e-02      
  2.28060e-01       3.32797e-02      
  2.28810e-01       3.28403e-02      
  2.29559e-01       3.24045e-02      
  2.30308e-01       3.19723e-02      
  2.31058e-01       3.15436e-02      
  2.31807e-01       3.11183e-02      
  2.32556e-01       3.06965e-02      
  2.33306e-01       3.02781e-02      
  2.34055e-01       2.98630e-02      
  2.34805e-01       2.94512e-02      
  2.35554e-01       2.90427e-02      
  2.36303e-01       2.86375e-02      
  2.37053e-01       2.82355e-02      
  2.37802e-01       2.78368e-02      
  2.38551e-01       2.74413e-02      
  2.39301e-01       2.70491e-02      
  2.40050e-01       2.66601e-02      
  2.40799e-01       2.62743e-02      
  2.41549e-01       2.58918e-02      
  2.42298e-01       2.55126e-02      
  2.43048e-01       2.51366e-02      
  2.43797e-01       2.47639e-02      
  2.44546e-01       2.43945e-02      
  2.45296e-01       2.40285e-02      
  2.46045e-01       2.36658e-02      
  2.46794e-01       2.33065e-02      
  2.47544e-01       2.29506e-02      
  2.48293e-01       2.25982e-02      
  2.49043e-01       2.22491e-02      
  2.49792e-01       2.19036e-02      
  2.50541e-01       2.15615e-02      
  2.51291e-01       2.12230e-02      
  2.52040e-01       2.08881e-02      
  2.52789e-01       2.05567e-02      
  2.53539e-01       2.02289e-02      
  2.54288e-01       1.99047e-02      
  2.55038e-01       1.95842e-02      
  2.55787e-01       1.92673e-02      
  2.56536e-01       1.89541e-02      
  2.57286e-01       1.86445e-02      
  2.58035e-01       1.83387e-02      
  2.58784e-01       1.80366e-02      
  2.59534e-01       1.77381e-02      
  2.60283e-01       1.74434e-02      
  2.61033e-01       1.71523e-02      
  2.61782e-01       1.68650e-02      
  2.62531e-01       1.65814e-02      
  2.63281e-01       1.63015e-02      
