# q                 I(q)             
  1.98835e-01       5.58188e-02      
  1.99584e-01       5.52179e-02      
  2.00333e-01       5.46226e-02      
  2.01083e-01       5.40328e-02      
  2.01832e-01       5.34485e-02      
  2.02581e-01       5.28695e-02      
  2.03331e-01       5.22959e-02      
  2.04080e-01       5.17276e-02      
  2.04830e-01       5.11646e-02      
  2.05579e-01       5.06067e-02      
  2.06328e-01       5.00540e-02      
  2.07078e-01       4.95065e-02      
  2.07827e-01       4.89640e-02      
  2.08576e-01       4.84265e-02      
  2.09326e-01       4.78940e-02      
  2.10075e-01       4.73664e-02      
  2.10825e-01       4.68438e-02      
  2.11574e-01       4.63259e-02      
  2.12323e-01       4.58128e-02      
  2.13073e-01       4.53045e-02      
  2.13822e-01       4.48008e-02      
  2.14571e-01       4.43018e-02      
  2.15321e-01       4.38074e-02      
  2.16070e-01       4.33176e-02      
  2.16820e-01       4.28322e-02      
  2.17569e-01       4.23514e-02      
  2.18318e-01       4.18749e-02      
  2.19068e-01       4.14029e-02      
  2.19817e-01       4.09352e-02      
  2.20566e-01       4.04717e-02      
  2.21316e-01       4.00126e-02      
  2.22065e-01       3.95576e-02      
  2.22815e-01       3.91068e-02      
  2.23564e-01       3.86602e-02      
  2.24313e-01       3.82177e-02      
  2.25063e-01       3.77792e-02      
  2.25812e-01       3.73448e-02      
  2.26561e-01       3.69143e-02      
  2.27311e-01       3.64879e-02      
  2.28060e-01       3.60653e-02      
  2.28810e-01       3.56467e-02      
  2.29559e-01       3.52319e-02      
  2.30308e-01       3.48209e-02      
  2.31058e-01       3.44138e-02      
  2.31807e-01       3.40104e-02      
  2.32556e-01       3.36108e-02      
  2.33306e-01       3.32149e-02      
  2.34055e-01       3.28227e-02      
  2.34805e-01       3.24341e-02      
  2.35554e-01       3.20492e-02      
  2.36303e-01       3.16680e-02      
  2.37053e-01       3.12903e-02      
  2.37802e-01       3.09162e-02      
  2.38551e-01       3.05456e-02      
  2.39301e-01       3.01786e-02      
  2.40050e-01       2.98150e-02      
  2.40799e-01       2.94550e-02      
  2.41549e-01       2.90983e-02      
  2.42298e-01       2.87452e-02      
  2.43048e-01       2.83954e-02      
  2.43797e-01       2.80491e-02      
  2.44546e-01       2.77061e-02      
  2.45296e-01       2.73664e-02      
  2.46045e-01       2.70301e-02      
  2.46794e-01       2.66971e-02      
  2.47544e-01       2.63674e-02      
  2.48293e-01       2.60410e-02      
  2.49043e-01       2.57178e-02      
  2.49792e-01       2.53978e-02      
  2.50541e-01       2.50810e-02      
  2.51291e-01       2.47674e-02      
  2.52040e-01       2.44570e-02      
  2.52789e-01       2.41497e-02      
  2.53539e-01       2.38455e-02      
  2.54288e-01       2.35444e-02      
  2.55038e-01       2.32464e-02      
  2.55787e-01       2.29514e-02      
  2.56536e-01       2.26595e-02      
  2.57286e-01       2.23706e-02      
  2.58035e-01       2.20846e-02      
  2.58784e-01       2.18017e-02      
  2.59534e-01       2.15216e-02      
  2.60283e-01       2.12445e-02      
  2.61033e-01       2.09703e-02      
  2.61782e-01       2.06989e-02      
  2.62531e-01       2.04304e-02      
  2.63281e-01       2.01648e-02      
  2.64030e-01       1.99019e-02      
  2.64779e-01       1.96419e-02      
  2.65529e-01       1.93846e-02      
