# q                 I(q)             
  1.91341e-01       5.97145e-02      
  1.92090e-01       5.89641e-02      
  1.92840e-01       5.82213e-02      
  1.93589e-01       5.74863e-02      
  1.94338e-01       5.67591e-02      
  1.95088e-01       5.60396e-02      
  1.95837e-01       5.53278e-02      
  1.96586e-01       5.46238e-02      
  1.97336e-01       5.39276e-02      
  1.98085e-01       5.32390e-02      
  1.98835e-01       5.25580e-02      
  1.99584e-01       5.18847e-02      
  2.00333e-01       5.12190e-02      
  2.01083e-01       5.05608e-02      
  2.01832e-01       4.99100e-02      
  2.02581e-01       4.92666e-02      
  2.03331e-01       4.86306e-02      
  2.04080e-01       4.80018e-02      
  2.04830e-01       4.73802e-02      
  2.05579e-01       4.67656e-02      
  2.06328e-01       4.61580e-02      
  2.07078e-01       4.55573e-02      
  2.07827e-01       4.49634e-02      
  2.08576e-01       4.43762e-02      
  2.09326e-01       4.37955e-02      
  2.10075e-01       4.32213e-02      
  2.10825e-01       4.26535e-02      
  2.11574e-01       4.20919e-02      
  2.12323e-01       4.15365e-02      
  2.13073e-01       4.09871e-02      
  2.13822e-01       4.04436e-02      
  2.14571e-01       3.99059e-02      
  2.15321e-01       3.93739e-02      
  2.16070e-01       3.88475e-02      
  2.16820e-01       3.83265e-02      
  2.17569e-01       3.78110e-02      
  2.18318e-01       3.73007e-02      
  2.19068e-01       3.67955e-02      
  2.19817e-01       3.62954e-02      
  2.20566e-01       3.58003e-02      
  2.21316e-01       3.53101e-02      
  2.22065e-01       3.48247e-02      
  2.22815e-01       3.43440e-02      
  2.23564e-01       3.38679e-02      
  2.24313e-01       3.33964e-02      
  2.25063e-01       3.29294e-02      
  2.25812e-01       3.24668e-02      
  2.26561e-01       3.20086e-02      
  2.27311e-01       3.15548e-02      
  2.28060e-01       3.11052e-02      
  2.28810e-01       3.06598e-02      
  2.29559e-01       3.02187e-02      
  2.30308e-01       2.97817e-02      
  2.31058e-01       2.93488e-02      
  2.31807e-01       2.89201e-02      
  2.32556e-01       2.84954e-02      
  2.33306e-01       2.80749e-02      
  2.34055e-01       2.76583e-02      
  2.34805e-01       2.72459e-02      
  2.35554e-01       2.68375e-02      
  2.36303e-01       2.64332e-02      
  2.37053e-01       2.60329e-02      
  2.37802e-01       2.56367e-02      
  2.38551e-01       2.52446e-02      
  2.39301e-01       2.48566e-02      
  2.40050e-01       2.44727e-02      
  2.40799e-01       2.40929e-02      
  2.41549e-01       2.37172e-02      
  2.42298e-01       2.33457e-02      
  2.43048e-01       2.29784e-02      
  2.43797e-01       2.26153e-02      
  2.44546e-01       2.22564e-02      
  2.45296e-01       2.19017e-02      
  2.46045e-01       2.15513e-02      
  2.46794e-01       2.12052e-02      
  2.47544e-01       2.08634e-02      
  2.48293e-01       2.05258e-02      
  2.49043e-01       2.01926e-02      
  2.49792e-01       1.98638e-02      
  2.50541e-01       1.95393e-02      
  2.51291e-01       1.92191e-02      
  2.52040e-01       1.89033e-02      
  2.52789e-01       1.85919e-02      
  2.53539e-01       1.82848e-02      
  2.54288e-01       1.79821e-02      
  2.55038e-01       1.76837e-02      
  2.55787e-01       1.73897e-02      
  2.56536e-01       1.70999e-02      
  2.57286e-01       1.68145e-02      
  2.58035e-01       1.65334e-02      
  2.58784e-01       1.62566e-02      
  2.59534e-01       1.59839e-02      
  2.60283e-01       1.57155e-02      
  2.61033e-01       1.54512e-02      
  2.61782e-01       1.51911e-02      
  2.62531e-01       1.49350e-02      
  2.63281e-01       1.46830e-02      
  2.64030e-01       1.44349e-02      
  2.64779e-01       1.41908e-02      
  2.65529e-01       1.39506e-02      
  2.66278e-01       1.37141e-02      
  2.67028e-01       1.34815e-02      
  2.67777e-01       1.32525e-02      
  2.68526e-01       1.30271e-02      
  2.69276e-01       1.28053e-02      
  2.70025e-01       1.25869e-02      
  2.70774e-01       1.23720e-02      
  2.71524e-01       1.21604e-02      
  2.72273e-01       1.19520e-02      
  2.73023e-01       1.17469e-02      
  2.73772e-01       1.15448e-02      
  2.74521e-01       1.13458e-02      
  2.75271e-01       1.11497e-02      
  2.76020e-01       1.09566e-02      
  2.76769e-01       1.07662e-02      
  2.77519e-01       1.05785e-02      
  2.78268e-01       1.03935e-02      
  2.79018e-01       1.02111e-02      
  2.79767e-01       1.00312e-02      
  2.80516e-01       9.85368e-03      
  2.81266e-01       9.67856e-03      
  2.82015e-01       9.50574e-03      
  2.82764e-01       9.33515e-03      
  2.83514e-01       9.16674e-03      
  2.84263e-01       9.00044e-03      
  2.85013e-01       8.83620e-03      
  2.85762e-01       8.67396e-03      
  2.86511e-01       8.51367e-03      
  2.87261e-01       8.35528e-03      
  2.88010e-01       8.19875e-03      
  2.88759e-01       8.04404e-03      
  2.89509e-01       7.89111e-03      
  2.90258e-01       7.73992e-03      
  2.91008e-01       7.59044e-03      
  2.91757e-01       7.44264e-03      
  2.92506e-01       7.29650e-03      
  2.93256e-01       7.15200e-03      
  2.94005e-01       7.00912e-03      
  2.94754e-01       6.86784e-03      
  2.95504e-01       6.72814e-03      
  2.96253e-01       6.59004e-03      
  2.97003e-01       6.45350e-03      
  2.97752e-01       6.31854e-03      
  2.98501e-01       6.18515e-03      
  2.99251e-01       6.05334e-03      
  3.00000e-01       5.92310e-03      
