No  scale pct2_054.dat pct2_054.dat                                             
  0.375925E+01  0.244583E+02  0.367863E+01
  0.376144E+01  0.258611E+02  0.366012E+01
  0.376363E+01  0.261889E+02  0.365814E+01
  0.376582E+01  0.269444E+02  0.367901E+01
  0.376801E+01  0.272167E+02  0.368396E+01
  0.377020E+01  0.255250E+02  0.367852E+01
  0.377239E+01  0.260750E+02  0.366416E+01
  0.377458E+01  0.236972E+02  0.367478E+01
  0.377677E+01  0.255861E+02  0.368097E+01
  0.377896E+01  0.254056E+02  0.368251E+01
  0.378115E+01  0.265444E+02  0.367650E+01
  0.378334E+01  0.276583E+02  0.367953E+01
  0.378553E+01  0.265694E+02  0.369207E+01
  0.378772E+01  0.253417E+02  0.368745E+01
  0.378991E+01  0.265333E+02  0.366795E+01
  0.379210E+01  0.244333E+02  0.367454E+01
  0.379430E+01  0.254972E+02  0.368388E+01
  0.379649E+01  0.252750E+02  0.370800E+01
  0.379868E+01  0.264833E+02  0.369630E+01
  0.380087E+01  0.256250E+02  0.367350E+01
  0.380306E+01  0.252806E+02  0.369394E+01
  0.380525E+01  0.245583E+02  0.369742E+01
  0.380744E+01  0.243556E+02  0.369454E+01
  0.380963E+01  0.231778E+02  0.368169E+01
  0.381182E+01  0.235361E+02  0.370010E+01
  0.381401E+01  0.245389E+02  0.371199E+01
  0.381620E+01  0.239528E+02  0.369247E+01
  0.381839E+01  0.245139E+02  0.370077E+01
  0.382058E+01  0.238917E+02  0.369794E+01
  0.382277E+01  0.232917E+02  0.370396E+01
  0.382496E+01  0.243139E+02  0.372348E+01
  0.382715E+01  0.229750E+02  0.369492E+01
  0.382934E+01  0.241389E+02  0.370408E+01
  0.383153E+01  0.222250E+02  0.371766E+01
  0.383372E+01  0.232694E+02  0.372554E+01
  0.383591E+01  0.248417E+02  0.371109E+01
  0.383810E+01  0.245694E+02  0.370682E+01
  0.384029E+01  0.235333E+02  0.372065E+01
  0.384248E+01  0.232333E+02  0.373279E+01
  0.384467E+01  0.216750E+02  0.371812E+01
  0.384686E+01  0.221611E+02  0.371444E+01
  0.384906E+01  0.223000E+02  0.372365E+01
  0.385125E+01  0.213500E+02  0.373040E+01
  0.385344E+01  0.246417E+02  0.373174E+01
  0.385563E+01  0.237778E+02  0.371847E+01
  0.385782E+01  0.244722E+02  0.372123E+01
  0.386001E+01  0.218917E+02  0.373709E+01
  0.386220E+01  0.229694E+02  0.373527E+01
  0.386439E+01  0.236306E+02  0.373442E+01
  0.386658E+01  0.229028E+02  0.372800E+01
  0.386877E+01  0.235056E+02  0.374437E+01
  0.387096E+01  0.239250E+02  0.374512E+01
  0.387315E+01  0.225528E+02  0.374579E+01
  0.387534E+01  0.210500E+02  0.372931E+01
  0.387753E+01  0.242028E+02  0.374490E+01
  0.387972E+01  0.248444E+02  0.375385E+01
  0.388191E+01  0.228722E+02  0.373524E+01
  0.388410E+01  0.221500E+02  0.373180E+01
  0.388629E+01  0.237444E+02  0.374411E+01
  0.388848E+01  0.246500E+02  0.376160E+01
  0.389067E+01  0.247917E+02  0.375752E+01
  0.389286E+01  0.241639E+02  0.375520E+01
  0.389505E+01  0.232333E+02  0.375160E+01
  0.389724E+01  0.221250E+02  0.375896E+01
  0.389943E+01  0.217972E+02  0.376659E+01
  0.390163E+01  0.210667E+02  0.375931E+01
  0.390382E+01  0.228861E+02  0.375693E+01
  0.390601E+01  0.213194E+02  0.377768E+01
  0.390820E+01  0.213361E+02  0.378398E+01
  0.391039E+01  0.238861E+02  0.376373E+01
  0.391258E+01  0.231278E+02  0.376572E+01
  0.391477E+01  0.224944E+02  0.378670E+01
  0.391696E+01  0.200417E+02  0.378420E+01
  0.391915E+01  0.227028E+02  0.377536E+01
  0.392134E+01  0.238778E+02  0.378038E+01
  0.392353E+01  0.229056E+02  0.378503E+01
  0.392572E+01  0.228333E+02  0.378616E+01
  0.392791E+01  0.237778E+02  0.379309E+01
  0.393010E+01  0.241972E+02  0.379158E+01
  0.393229E+01  0.225444E+02  0.379095E+01
  0.393448E+01  0.220056E+02  0.380530E+01
  0.393667E+01  0.221278E+02  0.379474E+01
  0.393886E+01  0.219722E+02  0.379379E+01
  0.394105E+01  0.230417E+02  0.379905E+01
  0.394324E+01  0.211417E+02  0.381212E+01
  0.394543E+01  0.231917E+02  0.382398E+01
  0.394762E+01  0.231889E+02  0.379801E+01
  0.394981E+01  0.219028E+02  0.379726E+01
  0.395200E+01  0.229417E+02  0.380152E+01
  0.395419E+01  0.211222E+02  0.382472E+01
  0.395639E+01  0.202306E+02  0.380967E+01
  0.395858E+01  0.197528E+02  0.381689E+01
  0.396077E+01  0.213528E+02  0.383170E+01
  0.396296E+01  0.203417E+02  0.383442E+01
  0.396515E+01  0.207500E+02  0.381839E+01
  0.396734E+01  0.231222E+02  0.382420E+01
  0.396953E+01  0.240917E+02  0.383108E+01
  0.397172E+01  0.223333E+02  0.383521E+01
  0.397391E+01  0.222889E+02  0.384713E+01
  0.397610E+01  0.232361E+02  0.383292E+01
  0.397829E+01  0.220889E+02  0.384201E+01
  0.398048E+01  0.236278E+02  0.385780E+01
  0.398267E+01  0.210944E+02  0.385373E+01
  0.398486E+01  0.209028E+02  0.383195E+01
  0.398705E+01  0.235278E+02  0.384598E+01
  0.398924E+01  0.225972E+02  0.385429E+01
  0.399143E+01  0.197472E+02  0.386002E+01
  0.399362E+01  0.209222E+02  0.385985E+01
  0.399581E+01  0.219889E+02  0.385128E+01
  0.399800E+01  0.227028E+02  0.387421E+01
  0.400019E+01  0.217028E+02  0.388138E+01
  0.400238E+01  0.223583E+02  0.387212E+01
  0.400457E+01  0.205972E+02  0.386020E+01
  0.400676E+01  0.224556E+02  0.388123E+01
  0.400895E+01  0.229278E+02  0.387967E+01
  0.401115E+01  0.224194E+02  0.388117E+01
  0.401334E+01  0.214222E+02  0.387557E+01
  0.401553E+01  0.199278E+02  0.387619E+01
  0.401772E+01  0.191556E+02  0.390641E+01
  0.401991E+01  0.226972E+02  0.389140E+01
  0.402210E+01  0.223000E+02  0.387027E+01
  0.402429E+01  0.235417E+02  0.389636E+01
  0.402648E+01  0.217250E+02  0.391189E+01
  0.402867E+01  0.200972E+02  0.391588E+01
  0.403086E+01  0.191194E+02  0.389525E+01
  0.403305E+01  0.179028E+02  0.388616E+01
  0.403524E+01  0.213306E+02  0.391538E+01
  0.403743E+01  0.214000E+02  0.391247E+01
  0.403962E+01  0.196333E+02  0.391099E+01
  0.404181E+01  0.183000E+02  0.390941E+01
  0.404400E+01  0.185306E+02  0.392122E+01
  0.404619E+01  0.205556E+02  0.392010E+01
  0.404838E+01  0.192139E+02  0.392995E+01
  0.405057E+01  0.174083E+02  0.392152E+01
  0.405276E+01  0.192056E+02  0.392790E+01
  0.405495E+01  0.212389E+02  0.393211E+01
  0.405714E+01  0.215694E+02  0.392498E+01
  0.405933E+01  0.201917E+02  0.392678E+01
  0.406152E+01  0.194472E+02  0.393068E+01
  0.406372E+01  0.222806E+02  0.394149E+01
  0.406591E+01  0.224500E+02  0.394364E+01
  0.406810E+01  0.192000E+02  0.394735E+01
  0.407029E+01  0.194306E+02  0.393401E+01
  0.407248E+01  0.173472E+02  0.394566E+01
  0.407467E+01  0.182639E+02  0.395394E+01
  0.407686E+01  0.184722E+02  0.396184E+01
  0.407905E+01  0.186111E+02  0.395269E+01
  0.408124E+01  0.187694E+02  0.396996E+01
  0.408343E+01  0.169833E+02  0.396117E+01
  0.408562E+01  0.201111E+02  0.397634E+01
  0.408781E+01  0.190611E+02  0.395464E+01
  0.409000E+01  0.211167E+02  0.396199E+01
  0.409219E+01  0.195417E+02  0.398089E+01
  0.409438E+01  0.214167E+02  0.397718E+01
  0.409657E+01  0.190194E+02  0.396464E+01
  0.409876E+01  0.195778E+02  0.397216E+01
  0.410095E+01  0.199972E+02  0.397958E+01
  0.410314E+01  0.194833E+02  0.398993E+01
  0.410533E+01  0.202944E+02  0.399976E+01
  0.410752E+01  0.215778E+02  0.398870E+01
  0.410971E+01  0.199722E+02  0.400452E+01
  0.411190E+01  0.205972E+02  0.399482E+01
  0.411409E+01  0.204139E+02  0.400752E+01
  0.411628E+01  0.182611E+02  0.399953E+01
  0.411848E+01  0.191778E+02  0.401024E+01
  0.412067E+01  0.171722E+02  0.402600E+01
  0.412286E+01  0.169417E+02  0.402960E+01
  0.412505E+01  0.186139E+02  0.399938E+01
  0.412724E+01  0.205139E+02  0.402328E+01
  0.412943E+01  0.203278E+02  0.403096E+01
  0.413162E+01  0.205083E+02  0.404292E+01
  0.413381E+01  0.226333E+02  0.402916E+01
  0.413600E+01  0.199056E+02  0.405236E+01
  0.413819E+01  0.209167E+02  0.405776E+01
  0.414038E+01  0.190778E+02  0.405192E+01
  0.414257E+01  0.186194E+02  0.406784E+01
  0.414476E+01  0.186667E+02  0.406476E+01
  0.414695E+01  0.193833E+02  0.408736E+01
  0.414914E+01  0.194306E+02  0.410132E+01
  0.415133E+01  0.204917E+02  0.410300E+01
  0.415352E+01  0.205250E+02  0.408360E+01
  0.415571E+01  0.176917E+02  0.412464E+01
  0.415790E+01  0.174778E+02  0.413200E+01
  0.416009E+01  0.161194E+02  0.413784E+01
  0.416228E+01  0.176611E+02  0.413696E+01
  0.416447E+01  0.203139E+02  0.412592E+01
  0.416666E+01  0.215833E+02  0.414740E+01
  0.416885E+01  0.192139E+02  0.414648E+01
  0.417104E+01  0.193528E+02  0.414880E+01
  0.417324E+01  0.183611E+02  0.417024E+01
  0.417543E+01  0.189056E+02  0.417584E+01
  0.417762E+01  0.202194E+02  0.417540E+01
  0.417981E+01  0.205833E+02  0.416944E+01
  0.418200E+01  0.200250E+02  0.416384E+01
  0.418419E+01  0.196000E+02  0.418480E+01
  0.418638E+01  0.185667E+02  0.419848E+01
  0.418857E+01  0.182972E+02  0.420360E+01
  0.419076E+01  0.187333E+02  0.422056E+01
  0.419295E+01  0.189389E+02  0.420200E+01
  0.419514E+01  0.194694E+02  0.422488E+01
  0.419733E+01  0.205528E+02  0.421652E+01
  0.419952E+01  0.185944E+02  0.422656E+01
  0.420171E+01  0.187556E+02  0.424828E+01
  0.420390E+01  0.179250E+02  0.424456E+01
  0.420609E+01  0.181639E+02  0.424552E+01
  0.420828E+01  0.193583E+02  0.425088E+01
  0.421047E+01  0.182389E+02  0.425420E+01
  0.421266E+01  0.194833E+02  0.426812E+01
  0.421485E+01  0.207167E+02  0.427964E+01
  0.421704E+01  0.212667E+02  0.428072E+01
  0.421923E+01  0.197694E+02  0.428704E+01
  0.422142E+01  0.201556E+02  0.428412E+01
  0.422361E+01  0.219889E+02  0.430780E+01
  0.422581E+01  0.222583E+02  0.430300E+01
  0.422800E+01  0.177861E+02  0.431336E+01
  0.423019E+01  0.175472E+02  0.432332E+01
  0.423238E+01  0.185417E+02  0.431240E+01
  0.423457E+01  0.169000E+02  0.432760E+01
  0.423676E+01  0.194306E+02  0.434652E+01
  0.423895E+01  0.194972E+02  0.434448E+01
  0.424114E+01  0.203278E+02  0.435684E+01
  0.424333E+01  0.203833E+02  0.436904E+01
  0.424552E+01  0.184583E+02  0.437184E+01
  0.424771E+01  0.170750E+02  0.437400E+01
  0.424990E+01  0.185667E+02  0.437816E+01
  0.425209E+01  0.173806E+02  0.438856E+01
  0.425428E+01  0.168694E+02  0.439588E+01
  0.425647E+01  0.181056E+02  0.440060E+01
  0.425866E+01  0.173972E+02  0.441692E+01
  0.426085E+01  0.167111E+02  0.442356E+01
  0.426304E+01  0.157972E+02  0.443272E+01
  0.426523E+01  0.175639E+02  0.444652E+01
  0.426742E+01  0.190361E+02  0.443664E+01
  0.426961E+01  0.170417E+02  0.446508E+01
  0.427180E+01  0.186861E+02  0.446368E+01
  0.427399E+01  0.202139E+02  0.446468E+01
  0.427618E+01  0.208139E+02  0.447664E+01
  0.427837E+01  0.167194E+02  0.448740E+01
  0.428057E+01  0.201750E+02  0.449812E+01
  0.428276E+01  0.192333E+02  0.450948E+01
  0.428495E+01  0.182028E+02  0.451428E+01
  0.428714E+01  0.192361E+02  0.452424E+01
  0.428933E+01  0.171806E+02  0.450828E+01
  0.429152E+01  0.173806E+02  0.452916E+01
  0.429371E+01  0.174972E+02  0.454604E+01
  0.429590E+01  0.183278E+02  0.455368E+01
  0.429809E+01  0.165500E+02  0.457504E+01
  0.430028E+01  0.175889E+02  0.457112E+01
  0.430247E+01  0.184333E+02  0.456464E+01
  0.430466E+01  0.197556E+02  0.459652E+01
  0.430685E+01  0.194667E+02  0.459048E+01
  0.430904E+01  0.193111E+02  0.460236E+01
  0.431123E+01  0.173194E+02  0.461876E+01
  0.431342E+01  0.190333E+02  0.462652E+01
  0.431561E+01  0.202611E+02  0.464484E+01
  0.431780E+01  0.227611E+02  0.465704E+01
  0.431999E+01  0.216222E+02  0.465828E+01
  0.432218E+01  0.176111E+02  0.466992E+01
  0.432437E+01  0.201139E+02  0.467516E+01
  0.432656E+01  0.202306E+02  0.469616E+01
  0.432875E+01  0.168389E+02  0.470596E+01
  0.433094E+01  0.181194E+02  0.470700E+01
  0.433314E+01  0.144056E+02  0.472868E+01
  0.433533E+01  0.136000E+02  0.474052E+01
  0.433752E+01  0.163306E+02  0.475040E+01
  0.433971E+01  0.181111E+02  0.475388E+01
  0.434190E+01  0.190722E+02  0.477060E+01
  0.434409E+01  0.191528E+02  0.478044E+01
  0.434628E+01  0.188528E+02  0.478948E+01
  0.434847E+01  0.183861E+02  0.483792E+01
  0.435066E+01  0.188278E+02  0.483944E+01
  0.435285E+01  0.206528E+02  0.487612E+01
  0.435504E+01  0.208222E+02  0.487324E+01
  0.435723E+01  0.188750E+02  0.486264E+01
  0.435942E+01  0.170944E+02  0.488832E+01
  0.436161E+01  0.165167E+02  0.489784E+01
  0.436380E+01  0.178972E+02  0.491756E+01
  0.436599E+01  0.198194E+02  0.494756E+01
  0.436818E+01  0.191528E+02  0.496164E+01
  0.437037E+01  0.178528E+02  0.498300E+01
  0.437256E+01  0.147722E+02  0.498716E+01
  0.437475E+01  0.158972E+02  0.499968E+01
  0.437694E+01  0.183528E+02  0.501288E+01
  0.437913E+01  0.179806E+02  0.502336E+01
  0.438132E+01  0.187111E+02  0.504012E+01
  0.438351E+01  0.178000E+02  0.505688E+01
  0.438570E+01  0.185667E+02  0.506620E+01
  0.438790E+01  0.171278E+02  0.509024E+01
  0.439009E+01  0.180750E+02  0.511956E+01
  0.439228E+01  0.163750E+02  0.513068E+01
  0.439447E+01  0.177028E+02  0.516080E+01
  0.439666E+01  0.180111E+02  0.517424E+01
  0.439885E+01  0.153306E+02  0.519516E+01
  0.440104E+01  0.163194E+02  0.522652E+01
  0.440323E+01  0.188250E+02  0.526620E+01
  0.440542E+01  0.164444E+02  0.526376E+01
  0.440761E+01  0.184611E+02  0.528880E+01
  0.440980E+01  0.177750E+02  0.531312E+01
  0.441199E+01  0.159667E+02  0.533656E+01
  0.441418E+01  0.150750E+02  0.533332E+01
  0.441637E+01  0.170111E+02  0.539376E+01
  0.441856E+01  0.173667E+02  0.539736E+01
  0.442075E+01  0.158278E+02  0.543100E+01
  0.442294E+01  0.171833E+02  0.545752E+01
  0.442513E+01  0.191611E+02  0.547920E+01
  0.442732E+01  0.195667E+02  0.548732E+01
  0.442951E+01  0.189806E+02  0.553612E+01
  0.443170E+01  0.177528E+02  0.558020E+01
  0.443389E+01  0.168167E+02  0.563564E+01
  0.443608E+01  0.168389E+02  0.567756E+01
  0.443827E+01  0.178556E+02  0.575748E+01
  0.444046E+01  0.172778E+02  0.580188E+01
  0.444266E+01  0.173222E+02  0.586940E+01
  0.444485E+01  0.188917E+02  0.592448E+01
  0.444700E+01  0.160083E+02  0.599098E+01
