
Sample:   c= 0 mg/ml  Code: 
 2.219940e-001  1.003180e-003  4.225028e-004
 2.223840e-001  9.002860e-004  4.204784e-004
 2.227730e-001  1.087734e-003  4.392281e-004
 2.231620e-001  1.525764e-003  4.335127e-004
 2.235520e-001  1.243355e-003  4.306324e-004
 2.239410e-001  1.496456e-003  4.260203e-004
 2.243310e-001  1.291926e-003  4.300355e-004
 2.247200e-001  1.553817e-003  4.346404e-004
 2.251090e-001  1.209807e-003  4.240160e-004
 2.254990e-001  1.244925e-003  4.399848e-004
 2.258880e-001  1.000884e-003  4.400152e-004
 2.262780e-001  1.481114e-003  4.322613e-004
 2.266670e-001  9.814437e-004  4.246852e-004
 2.270560e-001  1.776366e-003  4.258675e-004
 2.274460e-001  1.827316e-003  4.274934e-004
 2.278350e-001  1.189031e-003  4.265824e-004
 2.282240e-001  1.397899e-003  4.256798e-004
 2.286140e-001  1.644135e-003  4.211094e-004
 2.290030e-001  1.342564e-003  4.275128e-004
 2.293930e-001  1.101849e-003  4.329437e-004
 2.297820e-001  1.216657e-003  4.245401e-004
 2.301710e-001  1.467030e-003  4.272572e-004
 2.305610e-001  1.657895e-003  4.281540e-004
 2.309500e-001  1.800924e-003  4.235646e-004
 2.313390e-001  1.334663e-003  4.456944e-004
 2.317290e-001  1.398159e-003  4.340694e-004
 2.321180e-001  2.019162e-003  4.218065e-004
 2.325080e-001  1.247756e-003  4.268917e-004
 2.328970e-001  1.511756e-003  4.202748e-004
 2.332860e-001  1.153407e-003  4.216243e-004
 2.336760e-001  1.124308e-003  4.195978e-004
 2.340650e-001  8.480249e-004  4.273001e-004
 2.344540e-001  1.769043e-003  4.252756e-004
 2.348440e-001  1.509443e-003  4.369154e-004
 2.352330e-001  1.635501e-003  4.188700e-004
 2.356220e-001  1.247287e-003  4.192900e-004
 2.360120e-001  1.747013e-003  4.255227e-004
 2.364010e-001  1.177179e-003  4.188938e-004
 2.367900e-001  1.391059e-003  4.261293e-004
 2.371800e-001  6.918935e-004  4.280139e-004
 2.375690e-001  1.736061e-003  4.198460e-004
 2.379580e-001  1.817398e-003  4.192287e-004
 2.383480e-001  1.427061e-003  4.197774e-004
 2.387370e-001  1.177973e-003  4.262957e-004
 2.391260e-001  1.154437e-003  4.221075e-004
 2.395160e-001  1.096510e-003  4.352099e-004
 2.399050e-001  1.258544e-003  4.348917e-004
 2.402940e-001  1.074912e-003  4.369234e-004
 2.406840e-001  1.080628e-003  4.401282e-004
 2.410730e-001  1.337280e-003  4.375292e-004
 2.414620e-001  1.418458e-003  4.415098e-004
 2.418520e-001  1.508396e-003  4.443644e-004
 2.422410e-001  1.351188e-003  4.450398e-004
 2.426300e-001  1.327248e-003  4.431263e-004
 2.430190e-001  1.368094e-003  4.462332e-004
 2.434090e-001  8.067182e-004  4.455924e-004
 2.437980e-001  1.655241e-003  4.413703e-004
 2.441870e-001  1.365581e-003  4.490415e-004
 2.445770e-001  1.654850e-003  4.461496e-004
 2.449660e-001  1.421274e-003  4.524593e-004
 2.453550e-001  1.216598e-003  4.544648e-004
 2.457450e-001  1.458339e-003  4.425570e-004
 2.461340e-001  1.085608e-003  4.472918e-004
 2.465230e-001  8.931321e-004  4.544657e-004
 2.469120e-001  1.183725e-003  4.564493e-004
 2.473020e-001  1.227249e-003  4.520758e-004
 2.476910e-001  1.678101e-003  4.629646e-004
 2.480800e-001  8.342986e-004  4.537435e-004
 2.484690e-001  1.411859e-003  4.544565e-004
 2.488590e-001  1.410160e-003  4.551110e-004
 2.492480e-001  1.323217e-003  4.606626e-004
 2.496370e-001  1.582845e-003  4.445651e-004
 2.500260e-001  1.381395e-003  4.689593e-004
 2.504160e-001  1.375863e-003  4.727420e-004
 2.508050e-001  1.878701e-003  5.052771e-004
 2.511940e-001  7.927265e-004  4.633812e-004
 2.515840e-001  1.935560e-003  4.672017e-004
 2.519730e-001  6.776476e-004  4.664624e-004
 2.523620e-001  1.294363e-003  4.567690e-004
 2.527510e-001  1.402109e-003  4.698320e-004
 2.531400e-001  1.097590e-003  4.747563e-004
 2.535300e-001  1.457393e-003  4.593208e-004
 2.539190e-001  7.412598e-004  4.614792e-004
 2.543080e-001  1.328488e-003  4.657640e-004
 2.546970e-001  1.394195e-003  4.681055e-004
 2.550870e-001  1.019651e-003  4.743720e-004
 2.554760e-001  1.247906e-003  4.810533e-004
 2.558650e-001  1.408696e-003  4.759836e-004
 2.562540e-001  1.987506e-003  4.719499e-004
 2.566440e-001  1.303100e-003  4.912442e-004
 2.570330e-001  1.322056e-003  4.859954e-004
 2.574220e-001  1.338427e-003  4.862569e-004
 2.578110e-001  1.384211e-003  4.944339e-004
 2.582000e-001  1.247919e-003  4.802033e-004
 2.585900e-001  1.046876e-003  4.773642e-004
 2.589790e-001  8.978117e-004  4.853079e-004
 2.593680e-001  6.843866e-004  4.726934e-004
 2.597570e-001  8.785262e-004  4.736577e-004
 2.601460e-001  6.868263e-004  4.853323e-004
 2.605360e-001  1.283080e-003  4.820758e-004
 2.609250e-001  1.817230e-003  4.739659e-004
 2.613140e-001  1.111277e-003  4.787217e-004
 2.617030e-001  9.510395e-004  4.841247e-004
 2.620920e-001  1.138764e-003  4.846147e-004
 2.624820e-001  9.434869e-004  5.101327e-004
 2.628710e-001  1.174280e-003  4.860720e-004
 2.632600e-001  1.111869e-003  4.846480e-004
 2.636490e-001  1.198129e-003  4.817300e-004
 2.640380e-001  9.078258e-004  4.896606e-004
 2.644270e-001  1.356915e-003  4.890241e-004
 2.648170e-001  1.521213e-003  4.877769e-004
 2.652060e-001  1.046312e-003  4.946985e-004
 2.655950e-001  9.778721e-004  8.019430e-003
 2.659840e-001  1.651456e-003  4.878942e-004
 2.663730e-001  1.380494e-003  4.887333e-004
 2.667620e-001  1.166154e-003  4.951732e-004
 2.671520e-001  1.018758e-003  4.969017e-004
 2.675410e-001  9.655737e-004  4.880216e-004
 2.679300e-001  1.136516e-003  4.982576e-004
 2.683190e-001  9.498512e-004  4.894922e-004
 2.687080e-001  1.444297e-003  4.931320e-004
 2.690970e-001  9.869292e-004  5.028242e-004
 2.694860e-001  6.840309e-004  4.924077e-004
 2.698760e-001  1.447438e-003  4.972404e-004
 2.702650e-001  1.002485e-003  4.965037e-004
 2.706540e-001  6.576010e-004  4.987465e-004
 2.710430e-001  1.376183e-003  4.945357e-004
 2.714320e-001  1.373223e-003  5.001212e-004
 2.718210e-001  8.278164e-004  4.970864e-004
 2.722100e-001  1.438752e-003  5.007005e-004
 2.726000e-001  8.790229e-004  4.949282e-004
 2.729890e-001  1.647238e-003  5.000160e-004
 2.733780e-001  1.237162e-003  4.967210e-004
 2.737670e-001  5.783030e-004  4.926389e-004
 2.741560e-001  1.358733e-003  5.102042e-004
 2.745450e-001  1.214074e-003  5.012775e-004
 2.749340e-001  8.739787e-004  5.009829e-004
 2.753230e-001  7.887219e-004  5.062749e-004
 2.757120e-001  1.153899e-003  4.987849e-004
 2.761010e-001  1.282920e-003  4.978444e-004
 2.764910e-001  1.334699e-003  4.998992e-004
 2.768800e-001  5.989863e-004  5.093099e-004
 2.772690e-001  9.559684e-004  4.974406e-004
 2.776580e-001  9.857650e-004  5.003512e-004
 2.780470e-001  1.038546e-003  5.023496e-004
 2.784360e-001  9.358237e-004  5.077592e-004
 2.788250e-001  9.552009e-004  5.087517e-004
 2.792140e-001  1.238823e-003  5.368825e-004
 2.796030e-001  1.637283e-003  5.388384e-004
 2.799920e-001  1.016672e-003  5.309144e-004
 2.803810e-001  1.633170e-004  5.449299e-004
 2.807700e-001  1.299371e-003  5.557752e-004
 2.811600e-001  8.508116e-004  5.688046e-004
 2.815490e-001  1.376741e-003  5.596250e-004
 2.819380e-001  8.288620e-004  5.713112e-004
 2.823270e-001  1.602235e-003  5.668277e-004
 2.827160e-001  1.497613e-003  5.758860e-004
 2.831050e-001  1.388460e-003  5.870975e-004
 2.834940e-001  8.882469e-004  5.945525e-004
 2.838830e-001  1.661849e-003  5.716173e-004
 2.842720e-001  4.408382e-004  5.992958e-004
 2.846610e-001  7.093366e-004  5.965379e-004
 2.850500e-001  9.760131e-004  6.002444e-004
 2.854390e-001  1.304507e-003  6.017106e-004
 2.858280e-001  1.591498e-003  6.188606e-004
 2.862170e-001  1.328787e-003  6.067592e-004
 2.866060e-001  8.754385e-004  6.298738e-004
 2.869950e-001  1.213312e-003  6.114872e-004
 2.873840e-001  9.472009e-004  6.157906e-004
 2.877730e-001  1.220153e-003  6.413672e-004
 2.881620e-001  1.189155e-003  6.263379e-004
 2.885510e-001  6.696287e-004  6.493293e-004
 2.889400e-001  1.545403e-003  6.311903e-004
 2.893290e-001  1.371302e-003  6.529817e-004
 2.897180e-001  1.214951e-003  6.709834e-004
 2.901070e-001  2.572368e-004  6.335037e-004
 2.904960e-001  1.747973e-003  6.451099e-004
 2.908850e-001  1.850890e-003  6.392567e-004
 2.912740e-001  5.702772e-004  6.576618e-004
 2.916630e-001  1.381785e-003  6.737365e-004
 2.920520e-001  1.455557e-003  6.529189e-004
 2.924410e-001  1.263078e-003  6.657402e-004
 2.928300e-001  1.170383e-003  6.843950e-004
 2.932190e-001  1.444062e-003  6.940811e-004
 2.936080e-001  1.156339e-003  6.787016e-004
 2.939970e-001  1.149424e-003  7.035274e-004
 2.943860e-001  8.147989e-004  6.920646e-004
 2.947750e-001  1.306651e-003  6.872329e-004
 2.951640e-001  8.109733e-004  7.101757e-004
 2.955530e-001  4.897636e-004  6.953611e-004
 2.959420e-001  7.426695e-004  7.298599e-004
 2.963310e-001  1.106470e-003  7.047420e-004
 2.967200e-001  8.898090e-004  7.074671e-004
 2.971090e-001  1.345237e-003  7.261508e-004
 2.974980e-001  9.348067e-004  7.375805e-004
 2.978870e-001  1.000376e-003  7.362251e-004
 2.982760e-001  1.440966e-003  7.208960e-004
 2.986650e-001  1.074678e-003  7.505494e-004
 2.990540e-001  1.505434e-003  7.479507e-004
 2.994430e-001  1.637205e-004  7.507874e-004
 2.998310e-001  1.507935e-003  7.522534e-004
 3.002200e-001  2.372517e-003  7.537300e-004
 3.006090e-001  1.329587e-003  7.538275e-004
 3.009980e-001  6.994367e-004  7.406960e-004
 3.013870e-001 -2.729251e-004  7.753006e-004
 3.017760e-001  1.056340e-003  8.061082e-004
 3.021650e-001  9.683235e-004  7.672305e-004
 3.025540e-001  8.978453e-004  7.984022e-004
 3.029430e-001  6.261783e-004  7.927097e-004
 3.033320e-001  9.579892e-004  8.030775e-004
 3.037210e-001  1.527923e-003  8.164733e-004
 3.041100e-001  1.798140e-003  7.748253e-004
 3.044990e-001  5.441247e-004  8.304934e-004
 3.048870e-001  8.479503e-004  8.134750e-004
 3.052760e-001  1.068398e-003  8.238814e-004
 3.056650e-001  1.938369e-003  8.422462e-004
 3.060540e-001  1.222975e-003  8.234819e-004
 3.064430e-001  9.003522e-004  8.809781e-004
 3.068320e-001  9.363002e-004  8.550052e-004
 3.072210e-001  3.436037e-004  8.618116e-004
 3.076100e-001  2.912364e-004  8.794136e-004
 3.079990e-001  4.373234e-004  8.893092e-004
 3.083870e-001  1.975953e-003  8.639668e-004
 3.087760e-001  9.223341e-004  8.697756e-004
 3.091650e-001  1.348064e-003  9.144989e-004
 3.095540e-001  8.470700e-004  8.831225e-004
 3.099430e-001  4.928801e-004  9.131630e-004
 3.103320e-001  1.253287e-003  9.130408e-004
 3.107210e-001 -3.699126e-004  8.684713e-004
 3.111090e-001  1.168187e-003  9.360607e-004
 3.114980e-001  1.415118e-003  8.874111e-004
 3.118870e-001  1.213262e-003  9.252176e-004
 3.122760e-001  3.151289e-004  9.279207e-004
 3.126650e-001  2.198932e-003  9.413070e-004
 3.130540e-001  1.026196e-003  9.602564e-004
 3.134420e-001  1.527283e-003  9.116816e-004
 3.138310e-001  1.769686e-003  9.575854e-004
 3.142200e-001  7.790307e-004  9.410435e-004
 3.146090e-001  1.431895e-003  9.370973e-004
 3.149980e-001  1.469028e-003  9.680941e-004
 3.153870e-001  1.294185e-003  9.313119e-004
 3.157750e-001  7.619022e-004  9.748489e-004
 3.161640e-001  1.043336e-003  9.547156e-004
 3.165530e-001  8.706317e-004  9.760971e-004
 3.169420e-001  9.895398e-004  9.718111e-004
range-from: 1
range-to: 800
Parent(s): C:/Users/Rhys/Desktop/raw_dat/sub_215.dat C:/Users/Rhys/Desktop/raw_dat/sub_216.dat C:/Users/Rhys/Desktop/raw_dat/sub_217.dat C:/Users/Rhys/Desktop/raw_dat/sub_218.dat C:/Users/Rhys/Desktop/raw_dat/sub_219.dat C:/Users/Rhys/Desktop/raw_dat/sub_220.dat
