# q                 I(q)             
  2.76020e-01       2.86567e-03      
  2.76769e-01       2.88139e-03      
  2.77519e-01       2.89592e-03      
  2.78268e-01       2.90928e-03      
  2.79018e-01       2.92151e-03      
  2.79767e-01       2.93262e-03      
  2.80516e-01       2.94264e-03      
  2.81266e-01       2.95159e-03      
  2.82015e-01       2.95950e-03      
  2.82764e-01       2.96639e-03      
  2.83514e-01       2.97229e-03      
  2.84263e-01       2.97722e-03      
  2.85013e-01       2.98119e-03      
  2.85762e-01       2.98424e-03      
  2.86511e-01       2.98638e-03      
  2.87261e-01       2.98763e-03      
  2.88010e-01       2.98801e-03      
  2.88759e-01       2.98753e-03      
  2.89509e-01       2.98622e-03      
  2.90258e-01       2.98409e-03      
  2.91008e-01       2.98116e-03      
  2.91757e-01       2.97743e-03      
  2.92506e-01       2.97292e-03      
  2.93256e-01       2.96763e-03      
  2.94005e-01       2.96159e-03      
  2.94754e-01       2.95480e-03      
  2.95504e-01       2.94726e-03      
  2.96253e-01       2.93899e-03      
  2.97003e-01       2.92999e-03      
  2.97752e-01       2.92026e-03      
  2.98501e-01       2.90981e-03      
  2.99251e-01       2.89865e-03      
  3.00000e-01       2.88677e-03      
